id,Experiment01,Experiment02
Atp6v1f,-11.9673,-34.3004
Eno1,-5.8502,-16.5123
Rabep1,5.7967,32.1173
Rps18,4.5147,-3.7624
Gadd45b,6.266,-10.7726
Acadsb,-5.6958,-6.2562
Cdc37,-25.1511,-41.6451
Polm,-0.5444,8.5179
Pvr,-0.4185,-19.9888
Adh1,8.6006,15.8876
Upb1,3.5477,19.7335
Zcrb1,12.196,13.1225
Nmnat1,-0.9702,-1.0967
Elf4,4.2074,0.6943
Ephb4,1.125,-2.6118
Rpl38,-39.7238,-46.1252
Vmn1r148,1.8774,-10.8814
Or2y1c,2.6903,-4.8127
Or8g36,-5.6927,-5.8418
Or10z1,19.6198,8.4486
Psd,9.5146,24.2758
Sema4g,7.1543,-0.0615
Asns,-14.5283,3.4826
Ap4m1,-20.0686,-4.5322
Ccl17,-9.2702,22.4197
Gstm2,-1.5792,-21.7975
Siglec1,1.4332,0.6146
Efna1,15.9974,29.8447
Sema6a,1.2129,-13.1737
Hpse2,1.7856,29.7478
Chdh,-2.6262,16.1323
Mutyh,1.6182,-5.7494
Rgs4,7.6322,14.1967
Acta1,-28.1038,-26.6924
Lsm2,17.3516,-52.4075
Gpr82,-3.3512,-12.9878
Dnm1l,-4.4463,11.648
Adgrg3,0.6136,14.6024
Mterf1a,3.5276,-8.7877
Or4c12b,-3.2435,1.0346
Prex1,2.4509,-1.677
Sftpa1,-12.3585,4.6964
Sorbs1,8.817,-4.3754
Eif3e,7.6233,-41.0571
Gpr33,-1.4613,-25.3743
Stx17,11.2503,-0.1946
Amt,6.1278,21.2453
Dgkd,-9.8398,19.786
Uqcrq,9.8473,-14.84
Lipa,-14.3901,-0.4683
Ngf,-13.9714,-19.971
Ucp2,5.0943,19.6955
Guca2a,16.7514,-25.1349
Rpl9,-8.917,-33.482
Baiap2,22.8446,24.2898
Wnt1,13.9615,-4.1327
Ptprm,7.2568,15.4229
Cdk9,10.7435,19.3694
Fut7,-7.5199,-3.742
Apoc3,16.5826,-7.5535
Kdm1a,-9.7469,-12.3591
Caprin1,-6.3054,-0.7507
Tafazzin,4.1836,-2.0782
Gtf2e1,-16.9007,13.7815
Fgf7,-7.4097,-12.9526
Adcy2,2.8701,0.4738
Selplg,1.6103,-1.883
Or14c46,11.3151,12.1434
Ccne2,-30.5341,-40.6835
Hoxa1,5.4647,-7.031
Ugt2b38,-11.3037,1.7163
Stat5b,4.5551,11.3016
Ube2s,-9.0992,-27.7837
Mrgprf,7.6183,3.6607
Gprc5d,-1.4908,-17.0244
Fzd10,-3.3732,15.8432
Sqle,20.6025,-2.0902
Rbsn,-25.0604,-7.3258
Dpys,-2.3906,6.9554
Mcl1,6.8423,-1.4059
Cacna2d4,-24.638,-2.8335
Igfbp3,10.8257,11.0952
Tnni3,8.9346,9.5974
Aqp3,-4.2118,-28.4523
Cdk6,6.9381,2.7188
Dgat2,18.5077,11.8664
Hprt,-3.3542,-48.4613
Oxct2b,-1.009,-26.2953
Gpat4,38.0255,23.9632
Cacng1,-2.914,-17.1642
Cab39,8.1507,-8.9593
Gnptg,-13.8922,36.0863
Ube2j2,1.9879,18.9502
Galr1,-3.8151,-15.4074
Rpl22l1,1.0314,22.8367
Gtse1,-12.0695,-28.6424
Mmut,-7.0574,0.516
Ndn,-5.1822,-0.0676
Msn,-0.5412,-11.9079
Anxa6,1.4427,18.4176
Dync1li1,-4.1804,29.4722
Sos2,-13.5728,9.5316
H2bc4,6.3885,28.7476
Ptgdr2,-2.6121,10.9134
Pnpla8,-1.5895,8.9012
Psen2,-4.6465,-19.6298
Lclat1,23.0617,-20.1181
Gss,8.9479,21.1301
B3galt2,-4.7037,-30.018
Acaa2,-30.2755,-25.9519
Stx11,5.5104,-26.145
Iapp,-18.0806,14.6171
Agtr1b,-6.1088,30.0123
Sfrp5,12.0549,5.091
Sod3,5.3064,-11.9761
Nme4,-11.1319,-8.387
H2bc6,-18.7069,-10.4081
Crh,-0.8778,11.2817
Tra2a,6.5948,-3.0377
Vil1,3.3449,-13.3487
Rhoc,12.1522,-16.4209
C1ra,12.9888,11.4333
Ddit3,-7.3947,-14.2959
Hspg2,-0.6138,-13.4239
Esrp1,6.1965,16.933
Rpl39l,-7.001,-8.4996
Tnfrsf19,0.0588,-21.6539
Socs6,6.5952,16.4711
Wasl,10.089,-0.3469
Arf4,5.3,-1.3238
Npy4r,-7.3845,-49.0119
Prkd1,20.2183,-4.4395
Pgm2,4.5432,10.6102
Zscan10,7.0366,19.1667
Mvp,10.2978,-11.2127
Or51b6,-1.1036,-9.0252
Arhgef11,38.2088,36.7179
Epha2,8.8621,0.1383
Rpe,0.4924,4.4288
Pigm,-4.4264,-20.6647
Elob,-1.8399,7.4942
Cdca7l,-33.9326,-31.6781
Pik3cb,17.3451,10.1649
Rnf125,-1.1518,3.5705
Or2k2,-6.9189,-0.4897
Gart,9.328,1.9386
Cytl1,12.9722,-0.7045
Uqcr11,18.5987,10.8321
Vnn1,5.1082,1.1468
Acap2,1.1559,-13.6179
Lrp1,-16.4034,-7.2095
Pfn2,-24.6303,-47.9715
Col4a1,-3.4674,-19.2586
Olig3,29.4565,25.0329
Cyp2c29,6.8577,-22.9318
Mcf2,-4.5037,0.5389
Jag1,-17.0043,-17.0688
Fbxw2,-1.1643,-21.495
Myh7b,-16.0293,-8.1844
Or7d11,4.8147,-27.7706
Per2,-7.6255,-13.9064
Tlr1,-5.348,-6.7005
Bub1b,10.3857,-6.494
Cab39l,-3.3013,11.7736
Tbc1d4,-10.2668,-35.197
Tln2,-4.662,6.5404
Mtmr2,4.3387,8.0979
Irs4,-7.9211,8.8497
Stag1,-13.4647,-3.7389
Or51a39,-4.6313,23.9097
Ctsb,21.1536,25.7831
Zmym2,-2.1394,1.1817
Klkb1,-9.1822,-5.7209
Mirlet7g,4.5578,11.096
Parp1,-13.7241,35.7721
Cyp4v3,-61.6258,-54.9749
Cfb,1.2712,4.981
Mmp16,2.0151,-38.0271
Cox17,-2.6235,-19.5984
Smndc1,-1.4104,-12.1569
Dvl2,-12.5653,-7.481
Uros,-13.0554,-56.6268
Raly,-0.4792,-19.4495
Rpl35a,5.2246,3.9158
Setd7,-23.6198,0.0306
Adra2c,-6.447,24.5897
Prkg1,-0.8168,10.8879
Cd5,-1.3897,17.3868
Prmt1,-2.5237,29.4783
Scd1,3.1702,2.7914
Mt2,-0.2466,-21.6985
Prkaa2,14.6895,-1.4068
Casq1,-11.0832,-30.9701
Cd59b,20.1464,26.3367
mt-Nd4l,-7.6669,-2.4802
Arpc1b,-12.1188,33.9383
Pigc,0.5372,11.5093
Pik3c3,8.7872,11.5646
Bet1,-3.1075,-30.4196
Dkk4,1.633,-38.955
Ap3s1,-9.4763,23.2242
Vars1,11.5848,12.2514
Mef2b,-2.3049,-17.4449
Wdr55,-7.0264,34.1219
Phyh,-10.0687,-22.2667
Ckmt1,-8.2057,-29.5835
Slc6a8,-0.0669,0.8534
Fgf13,8.6325,-38.387
Mir302d,4.162,23.1532
Tnfsf13,2.0006,1.9091
Kdelr2,9.9403,14.0654
Pdk4,-1.3388,5.6326
Tyr,-13.4953,-0.7227
Hjv,-6.6923,4.4288
Or10k2,2.4919,-42.1388
Muc5b,-1.0357,-23.226
Pax7,-11.6234,-6.2915
Rnps1,-8.5444,-34.136
Blvra,9.6246,-7.8469
Cox7c,-4.76,1.8355
Unc5a,5.155,11.8419
Cox4i2,-26.8065,-27.9113
Cyp2c37,4.2043,5.7333
Prkaca,11.639,31.4671
H2bc15,2.4101,4.5127
Runx3,2.4835,1.7667
B3gnt3,-1.9561,6.5157
Kynu,-2.5104,-19.866
Gsto2,1.4162,-7.2096
Pklr,1.8788,17.0806
Arpc4,-1.4518,-9.9
Oprk1,-1.2976,-4.1115
St8sia5,-0.5027,-10.4809
Hnrnpl,-19.5069,-39.4665
Cul4a,0.9624,3.6114
Crhr1,3.6143,-19.537
Vamp3,-22.6213,-33.8605
Adgre4,-13.7928,18.9664
Phlpp2,2.7677,4.2567
Or51v8,4.7903,-1.6644
Clca4a,15.6878,7.1982
Epor,-10.0669,-26.8561
Prb1a,2.1554,0.4033
Sh3gl1,-2.0076,6.2305
Adamts1,5.1091,-5.3557
Zic3,-2.4939,10.5824
Spi1,-23.875,-19.538
Galnt13,6.7171,9.6671
Cd47,-10.2683,9.9362
Ccn3,-2.3407,20.4107
Laptm4a,2.2013,-0.5061
Or2n1e,-2.9491,-14.7692
Il9,3.1652,4.3303
Apoa1,-11.5992,-21.4066
Pck1,0.2003,-44.7184
Or2m13,-13.6385,41.4789
Atp6v0d1,10.685,-5.5033
Chrna2,3.7307,12.6418
Pola2,-6.9302,-37.199
Fads2,5.4797,-11.7246
Or6c1b,-14.8316,41.2223
Ssb,-3.6348,6.4266
Rnu1b1,-4.7611,11.5979
Notch4,0.8946,-7.0268
Nfyc,10.2829,-12.9478
Or52r1,-4.0562,29.5059
Myl6b,9.2022,17.9683
Aldoc,-0.1197,-0.5292
Rad51c,-0.9125,-2.2164
Polb,-21.005,-50.8077
Rgs5,1.1198,4.3673
Rnf41,12.773,-38.8594
Rufy1,0.5597,14.9263
H2-M2,2.5581,-21.7555
Unc5b,3.1078,7.3878
H2-Ke6,1.1087,-7.6868
Ndufa6,10.2542,22.5636
Plau,-1.4828,0.0762
Ddx24,8.1776,6.3274
Trhr,27.4668,4.9001
Slc4a4,13.5167,4.6107
Stx1a,0.5914,-4.4019
Itm2b,2.5178,25.9653
Ddost,7.7748,11.8981
Pikfyve,-3.2137,2.7093
Cyp3a11,0.5328,-22.4552
Rps6ka3,-15.1248,10.5028
Atp5mc1,1.4515,-0.1041
Cxcr6,8.5678,-18.2352
Btc,20.7554,-20.5903
Ephb1,-6.6604,-21.8127
Taf12,2.9792,22.6451
Naglu,-16.0687,5.1423
Ifna11,7.1051,-18.7932
H2bc18,-2.6251,-4.8431
Chek2,-37.3778,-17.9725
Synpo,21.7468,-11.9467
Or10d3,-4.8457,-8.6137
Srsf9,-29.1934,-12.7533
Pard3,11.4367,-0.136
Gstcd,9.1613,37.9617
Qars,-2.2756,11.5027
Fgr,-5.3951,3.3579
H4c12,5.2565,0.1953
Dsp,18.1181,2.5062
Dck,3.3052,-8.5459
Sae1,-13.3257,13.1779
Or3a10,-1.0775,-24.194
Pdia4,-1.0715,-19.5427
Eif2ak2,-7.8726,-6.8507
Tnfsf18,-25.8093,-16.7937
Plxnb3,1.8145,-3.697
Fhl2,-2.7679,-28.3589
Aanat,-6.0005,-2.0877
Actr2,-9.8795,15.3218
Gnai2,-8.506,-0.4984
Mir495,10.0423,13.2664
Acot7,11.3274,-7.239
Impa1,1.2013,-6.3473
Ncf4,-9.9252,5.0659
Spdya,2.8237,-4.4395
Kitl,-14.601,-0.7882
Pycr1,-16.8971,15.8835
Or4k1,-3.5159,-14.2453
Kdm5c,0.0655,-3.5667
Rnpep,-2.577,17.1622
Pebp1,-7.1722,-1.0439
Nono,4.9389,19.0229
Arc,-2.5844,4.6795
Cd7,5.8525,10.3055
Adss1,12.2037,-16.2673
Tfdp1,-0.7463,0.1546
Dpagt1,6.6803,-11.0024
B3galt6,-14.6332,-10.8622
Dctn1,-17.5804,-35.1565
Fut9,3.096,11.659
Cldn16,-26.4916,-19.9677
Mfsd8,7.9587,-42.7595
Ugt1a7c,-1.2839,9.7761
Or5l13,1.9758,0.7897
Or10v1,-18.9202,-15.3284
Or2y1d,-14.9499,11.8988
Trpc6,17.6102,-36.8636
Or8g30,-0.8012,13.6776
Rho,-17.5166,-7.0049
Nfkbia,9.1917,2.879
Or10j3b,-13.1865,-39.0967
Afmid,12.7283,19.5233
Mad1l1,13.6985,31.0677
Rbm12b1,13.8967,9.0292
Slc7a7,14.0164,1.3098
Pars2,16.3559,0.3949
Ttc39a,4.9627,-7.9223
Or5b12b,2.9204,12.8521
Taf9,-9.013,-2.4371
Vcam1,7.3615,4.3454
Gatad2b,3.0305,7.9713
Oasl2,25.4723,-17.2277
Mrgprb1,1.0842,8.2469
Prpf38b,-2.6558,-35.9409
Nckap1l,-3.3743,12.8926
Cyp2j9,17.5215,4.8612
Cir1,5.6105,4.2641
Cdc16,-1.5074,30.4777
Orc4,-8.9566,-1.7155
Itch,-0.4569,25.607
Dync1i2,-18.1005,-2.5106
Fhit,-10.8753,-2.0235
Epo,1.4152,12.662
Vmn1r43,0.1217,27.7292
Trex1,-16.4376,26.0706
Acox3,4.5256,9.2109
Ivd,3.7407,-16.5053
Wasf1,0.0,-44.1827
Mmp3,21.7146,6.93
Acad8,-7.7964,-18.0461
Cyld,-16.2111,-30.3959
Hrh1,5.6773,3.8823
Ehd4,-17.33,-12.3535
Guca2b,26.03,-3.4912
Rpl7a,3.5828,-0.0485
Jkamp,-0.9096,8.9854
Nr4a2,1.8413,-9.9617
Gpr150,-10.8371,11.5949
Plrg1,3.0628,1.6519
Srp14,-23.0767,2.3872
Atp5f1d,-4.6285,4.1435
Ogdhl,-21.7392,-18.1357
Ppp1r3b,3.1924,-13.9625
Stx8,14.831,-2.0615
Or4d11,13.7781,5.3425
Kdm4c,2.1842,-4.8896
Tln1,-2.3746,-34.4086
Gne,4.6633,11.4167
Nfkbie,12.4135,-19.7999
Sucnr1,-35.8809,-41.585
Kmt5c,17.4629,9.0247
Mif,-4.9603,-7.7121
Rec8,-11.4534,32.1626
Atf1,-40.4346,-14.5709
Tnfrsf13c,9.5783,0.8133
Prdx4,2.0852,0.563
Racgap1,2.5558,1.5309
Cox10,25.6424,19.2102
Tph1,-1.6346,-20.088
Stx3,-2.3906,7.0319
Rbpjl,3.9906,14.831
Dynll2,13.5043,11.8465
C8b,-0.6736,11.5794
Arhgef12,4.9192,4.4049
Or2ak6,16.3433,9.4441
Ppp2r2d,12.9783,-9.0779
Tas2r123,-2.8568,-5.7157
Mbd4,15.5878,3.2228
P2ry4,-1.0759,-24.6192
Gadd45a,-1.5119,2.3113
Ntn3,-6.0325,15.2714
Atp5pd,1.5502,7.3656
Itgb2,13.7889,7.8535
Il4ra,-0.7895,17.2423
Dars2,11.4045,20.6662
Maf,8.8359,-4.1078
Ugt1a6a,-26.1485,-37.0014
Ido2,-12.2894,10.8233
Grin3a,0.662,-10.4851
Sf3a2,-20.251,1.7953
G0s2,-31.6295,20.2593
Atp5mg,3.1032,3.1704
Mylpf,1.9985,-9.6641
Gngt1,-4.3198,-17.8996
Exosc6,-5.617,-8.2207
St3gal5,11.1869,0.8621
Hs3st4,4.6627,-1.3658
Rpl36a,-7.8091,-2.1202
St3gal6,10.2278,-6.2623
Abcc12,-4.0302,18.1867
Gabarap,-12.1562,2.3843
Icam1,15.3676,9.4674
Ffar4,12.5794,-4.934
Ccl2,-0.7712,-1.6213
Ppp3r2,13.8939,-39.2053
Mmp17,4.0395,-21.3602
Taf6,-9.5162,11.2349
Pax8,-0.3842,-0.2212
H2-Q1,-4.5276,-18.8337
Dazl,15.5278,-13.4516
Ep300,11.155,-12.9392
Csgalnact1,-8.4695,14.3177
Actn3,-3.02,-22.9318
Sst,3.6549,-13.8923
Mas1,4.2518,-8.3764
Dctn4,-11.5949,-16.8307
Daam2,-9.0885,-1.5818
Scn1a,-1.0563,36.5925
Or1e16,-1.3804,27.8011
Ncbp2,12.2699,20.3309
Tgfbr1,2.8207,-2.2397
Hsp90ab1,-1.6451,11.0092
Bambi,5.863,32.4668
Chst2,12.5119,12.6491
Fgf21,-28.0419,-50.7279
Csnk2b,-1.9745,2.805
H4c6,-13.618,-23.4293
Dynll1,-10.6621,4.9701
Cst10,4.8818,1.1461
Hnf4g,-15.0412,-13.0805
Chpf,22.9567,-30.5178
Fgf9,-14.8391,-49.0601
Neo1,-11.2899,26.7987
Gm5771,17.5849,26.8711
Ifi30,-0.7724,-9.0791
Ppp2r5e,-8.4502,-36.2862
Zeb1,2.6017,0.6445
Ppp1r1a,12.9734,-9.484
Scd4,8.1812,2.7923
Gja1,-44.0153,-65.9802
Ctnnd1,-3.7013,-10.664
Abat,-1.7726,-12.738
Inpp5e,6.2525,-29.9189
Gjc1,6.0247,16.1807
Slc2a2,-8.0196,-31.0432
Fgfr3,9.2633,13.5192
Dkk2,-1.2619,10.4383
Plat,21.455,27.7251
Or51i1,-1.6466,28.9792
Tas2r144,7.9481,9.572
Or1l8,-15.3124,-6.9167
Or1p1,4.6314,42.3544
Ampd1,-7.7983,32.4104
Gpr21,-0.4439,-2.0007
Bdkrb2,-4.0505,-4.7347
Sh2d1b2,3.639,-53.6941
Dapk1,0.5134,-26.4096
Alg12,-8.4862,1.2587
Avpr2,5.3511,-7.8009
Nop9,-13.4852,-36.7714
Gdf5,1.575,4.7371
Dnajc8,-17.8154,-26.1788
Pim2,5.7974,-14.8102
Car4,-1.046,-0.1501
Niban1,0.549,2.6781
Irf7,16.4414,20.2183
Irag1,-13.3907,13.3491
Ctsf,-16.8157,-48.5556
Prkag3,-7.8069,-3.7412
Rps6ka2,6.0161,22.2883
Ap4s1,-0.1026,-14.6449
Chl1,4.359,-33.9967
Ticam2,-17.8235,0.6889
Ahcy,-9.913,-37.0033
Alg10b,0.1596,3.7415
Hnf4a,-4.8217,-5.731
Cherp,-16.8887,26.4672
Opn4,18.0266,22.0799
Pigq,10.4891,-1.469
Or1m1,-18.3519,-1.6233
Or51g1,0.9761,1.0513
Egln3,-13.4316,7.4297
Rbm25,-15.9333,33.8453
Pcolce,-2.5148,0.1852
Awat2,0.5348,-21.413
Sec63,-5.2122,24.1695
Rpn1,2.3825,-20.1292
Or8u3-ps,1.9187,4.3603
Elovl3,-1.7807,-40.4868
Cd52,-18.9533,9.3862
Lhx2,-15.9218,20.8973
Tnk2,-9.412,3.1069
Mecp2,-7.1537,21.8174
Pik3r5,27.708,3.1454
Mgp,10.4616,8.9445
Or2z8,-14.9879,-20.0567
Csf1,11.6744,-16.596
Ngfr,13.1932,13.1206
Idh2,-2.1749,10.071
Sstr1,-5.4729,-5.5557
Glce,-2.3312,-23.365
Pdhx,-1.7773,-29.4379
Acot12,-32.1033,-20.1549
Trip10,-0.2052,-7.5271
Prkag2,0.193,15.1585
Atxn1,-14.7307,0.9956
Hnrnpm,9.5248,-31.0569
Tubb1,11.9843,21.474
Psma8,4.7288,35.8372
Tdrd7,-1.0747,-12.1111
Rps11,0.1319,1.1497
Psma4,-10.1525,6.0782
Il7,-16.0961,6.0297
Kcnip3,-20.4038,-18.9199
Adra1a,0.9192,-13.7651
Mtnr1b,-2.6648,-35.484
Syvn1,0.5197,-6.0925
Rap1b,-0.0138,-2.8381
Pex11a,5.2068,22.0281
Hprt1,19.4062,-13.5724
Bhlhe41,-11.3248,-13.8626
Pak6,3.8427,-12.1052
Glo1,-5.934,-43.1002
Slc17a5,-22.2374,-4.3088
Aqp2,1.4451,-17.3722
Agpat2,-3.0585,-0.3842
Stub1,4.4062,-38.9538
Enox1,3.4267,-1.7859
Inpp5j,-10.7867,22.0299
Cstf2t,-32.7905,-18.0749
Casp1,-7.5761,-23.0928
Atp4a,19.0417,18.6913
Or13g1,16.3251,6.6847
Mmp11,-24.1531,-21.5112
Ffar1,-10.5408,-19.1383
Rbm12,7.1643,-15.2648
Il1a,4.73,-5.0026
Cd40lg,-22.4786,-37.1058
Anxa1,33.7515,2.5157
Grk3,-16.1613,3.2711
Rfc1,-5.1725,1.3466
Cdkn2d,28.6365,-22.156
Pfkfb3,-39.163,-4.1761
Map1lc3a,18.5649,17.3821
Or5i1,21.1283,28.3722
Tpp1,-4.3008,1.7188
Per1,22.9175,-20.0987
Exoc3,1.531,22.1916
Csf3r,-2.5842,24.3497
Gba,2.4949,-12.6419
Dlg1,-20.8504,-4.2239
Anxa8,3.2201,-3.6518
Pcyt1a,-18.6288,-29.3942
Lif,0.5429,4.1272
Cox8a,-12.2216,14.8612
Dnm3,3.8479,-2.146
Sctr,0.7166,9.3352
Or9k2b,1.8066,-3.309
Rdx,-15.2222,-9.1394
Slc40a1,1.1933,-0.8145
Nadk,3.3375,-14.5489
Got1,0.7685,-1.5337
Nmnat3,-2.9134,1.4519
Polr2g,-3.7068,9.411
Rgs17,0.6227,19.925
Cds1,-1.4364,-12.4389
Vmn2r107,-16.9662,7.45
Pde6h,1.2498,8.0114
Ctsg,-11.3708,8.3056
Gucy1b2,-10.7691,16.0875
Stx4a,10.6447,3.8765
Cyp26c1,-11.8096,28.7682
Hrh4,-9.7926,18.8215
Prtg,-13.7986,23.131
Ak2,-16.1945,40.2369
Stat4,-0.1138,-7.116
Polr1c,-17.0318,23.0416
Bex3,1.2881,23.396
Tsc1,-22.6468,-8.4448
H2ac20,8.1127,-21.4878
Myh3,-16.3288,-14.187
Rfxank,-17.4561,2.8723
Cd68,1.7277,3.9657
Gata3,4.6085,25.355
Runx1,-1.2545,-40.5618
Sstr2,13.2082,15.6473
Or8g23,4.209,2.7076
Atp5f1a,1.0831,-2.6425
Sh2b2,5.5217,-15.0114
Maff,12.2655,4.0843
Man1a2,-11.1038,41.9771
Rassf7,-10.1238,18.7797
Exosc9,8.901,-8.2398
Pgm3,-2.0574,6.6794
Or2v2,-4.1625,-1.8541
Ube4a,6.6726,12.9016
Ift57,15.0309,10.4052
Or13c7d,-54.3045,-62.2658
Eif3a,-2.9776,6.6432
Lama1,0.9597,16.6418
Ppp1r14b,-2.5952,18.6464
Calr,11.9738,-38.1585
Endog,-15.3867,1.7977
Mapk1,1.2599,9.4584
Extl2,-8.5678,-1.7292
Eif4a3,7.7798,-10.9539
Dmc1,-5.6869,5.2853
Tfdp2,-7.401,9.1261
Camk2a,-4.2548,-16.494
F2r,-10.4247,-0.4725
Mchr1,3.073,29.811
Esam,-12.8792,1.573
Corin,-4.646,-5.1544
Cpeb1,17.8664,19.2614
Lpcat3,-11.3495,-36.4646
Ccl22,4.0784,-19.3652
Glp2r,11.7547,2.0348
Cldn3,-32.4486,-37.3531
Ripk1,-14.7803,-22.9591
Pah,8.8818,0.4849
Dmbx1,-0.1512,7.1608
Mir143,1.7347,8.3015
Adgrg5,0.2766,-11.7931
Ptges2,-10.7911,21.5511
Lmnb1,5.3129,0.0764
Etv6,-12.2378,20.5621
Prpf4b,-4.8813,4.7829
Aldh1b1,-6.4799,-3.6041
Med12,-11.2682,20.6733
Cpsf1,5.5886,0.6415
Smad4,-2.606,3.2093
H3c8,7.7108,24.5392
Cyp24a1,18.0689,4.3997
Klf9,-15.8694,-38.4318
Ndufb2,6.9027,3.303
Mvk,5.9942,20.8755
Tdp2,13.361,-2.0774
H2bc8,9.3249,2.0102
Gabra6,10.0676,-16.5618
Hdac9,-5.6342,4.9085
Hnrnpd,14.5745,18.6064
F12,-2.0663,21.8699
Id2,8.0387,2.0089
Pecam1,6.2458,2.5991
Foxc1,-2.1902,-1.6332
Adgra2,8.1062,-19.9746
Cd3e,14.0785,-25.2161
Gnat3,0.1636,12.0579
Or7g34,-1.3213,-6.6951
Hmbs,1.8672,21.9647
Sf3b2,0.5421,-10.3147
Enpp7,-2.7153,-16.7432
Or1ad8,6.655,0.8276
Nt5e,1.057,-22.4079
Abca1,-7.9329,7.2291
Dars,6.5639,-16.6859
Srf,-0.8,15.4284
Il33,12.9256,-17.4011
Ppp2r5a,-30.5432,-51.4924
Or11a4,-1.2413,-6.281
Ghrhr,-13.0879,-28.9303
Pip4k2b,-0.2896,-51.2792
Dgka,1.2491,3.1888
Snrpe,-12.3489,7.0863
Ifnb1,0.3138,10.1734
H2ac25,14.4426,-47.2714
Cntfr,1.5084,-35.7627
Gna11,5.0386,-0.2076
Fgf20,13.1856,21.9187
Mtr,2.331,7.4118
Hhex,-0.9824,-5.3374
Cdk2ap1,16.1381,0.8405
Msx1,-5.0743,-8.8338
Rnase2b,-2.8496,15.3024
Naa30,1.2368,14.3333
Chrna4,2.963,0.5832
Rab14,14.1465,-1.9481
Anapc5,-1.1527,14.1778
Uap1,-14.6285,6.6366
Mad2l1,-1.4832,11.0948
Ptpra,16.1396,9.9122
H2bc3,-21.9869,-13.1722
Acta2,0.3104,-11.7624
Lcat,-0.2866,1.4153
Pla2g3,-8.7915,1.7747
Ttk,0.5852,22.7006
Tas2r117,-11.1348,6.3802
Xrcc4,12.7534,23.0209
Furin,-28.5698,-24.819
Ggt5,0.1797,9.8359
Eef1a2,-9.3446,17.6527
Lhpp,-10.9273,22.7329
Sars2,5.695,4.7595
