Kinase	down (Experiment01)	up (Experiment01)	not (Experiment01)	-Log10 p_value (Experiment01)	Log2 Enrichment (Experiment01)	-Log10 p_value adjusted (Experiment01)	down (Experiment02)	up (Experiment02)	not (Experiment02)	-Log10 p_value (Experiment02)	Log2 Enrichment (Experiment02)	-Log10 p_value adjusted (Experiment02)
FLT1	8.25	1.0	0.0	0.47843290869566846	-1.394140158385578	0.13612676019198147	9.249999999999996	0.0	0.0	3.608945812441887	-4.36707477873659	2.0904318725639994
FGFR2	8.833333333333332	2.0	0.0	0.2404546587787764	-0.4482205950651339	0.13612676019198147	10.833333333333332	0.0	0.0	4.058003563831816	-4.636123400503788	2.1970669431317225
FGFR1	4.5	1.0	0.0	0.17485748296802087	-0.45720695352278334	0.13612676019198147	5.5	0.0	0.0	1.9274155929198653	-3.573327800237753	1.1383609795258969
FGFR3	7.25	1.0	0.0	0.3950146097047889	-1.1908037311182285	0.13612676019198147	8.25	0.0	0.0	3.170865461960711	-4.181256473798298	1.8150788195805234
KDR	7.25	1.0	0.0	0.3950146097047889	-1.1908037311182285	0.13612676019198147	8.25	0.0	0.0	3.170865461960711	-4.181256473798298	1.8150788195805234
PDGFRB	5.0	0.0	0.0	0.3320328931681584	-0.9672100648823304	0.13612676019198147	5.0	0.0	0.0	1.8937035128167161	-3.4405725913859815	1.1261885772788576
YES1	4.0	0.8333333333333333	0.0	0.4492413988325338	-0.5510666283773177	0.13612676019198147	4.833333333333333	0.0	0.0	1.5397803331290525	-3.3942169556942416	0.8431965682133958
FLT4	10.749999999999995	1.0	0.0	0.6570658645659402	-1.8192084831303243	0.13612676019198147	11.749999999999995	0.0	0.0	4.517830563365065	-4.780801503016287	2.559983929656915
TXK	4.083333333333334	2.6666666666666665	0.0	0.38523257306922665	1.1967071032656311	0.13612676019198147	6.75	0.0	0.0	2.3293417521335686	-3.871206945715844	1.3492187237142663
INSRR	5.5	1.0	0.0	0.24246731773796243	-0.7631080089684369	0.13612676019198147	6.5	0.0	0.0	2.3293417521335686	-3.814968106167479	1.3492187237142663
TEK	4.5	1.0	0.0	0.17485748296802087	-0.45720695352278334	0.13612676019198147	5.5	0.0	0.0	1.9274155929198653	-3.573327800237753	1.1383609795258969
NTRK2	2.0	0.0	0.0	0.17294919896477495	0.08061846020828463	0.13612676019198147	2.0	0.0	0.0	0.8027250079037364	-2.341036917835067	0.40118087496287347
PTK2B	4.5	2.0	0.0	0.36873892848270845	0.5972408304995929	0.13612676019198147	6.5	0.0	0.0	2.3293417521335686	-3.814968106167479	1.3492187237142663
IGF1R	3.0	1.0	0.0	0.1828868920739685	0.15200309344505006	0.13612676019198147	4.0	0.0	0.0	1.5125097612754412	-3.14359085362885	0.8276643996310288
MAPK11	1.75	0.3333333333333333	0.0	0.11175913404697548	-0.6706416996371495	0.10828554416635097	2.083333333333333	0.0	0.0	0.8178611307220651	-2.3832394163200297	0.4071736183413325
FYN	4.25	2.1666666666666665	0.0	0.38523257306922665	0.8085276860085596	0.13612676019198147	6.416666666666666	0.0	0.0	2.3293417521335686	-3.7958829823276408	1.3492187237142663
LCK	1.75	1.8333333333333333	0.0	0.39384590980574957	1.8692086014554454	0.13612676019198147	3.583333333333333	0.0	0.0	1.1686885947484615	-3.0041476646897367	0.5910532027519174
SRC	3.25	2.1666666666666665	0.0	0.49802695969926747	1.2117156285488138	0.13612676019198147	5.416666666666666	0.0	0.0	1.9274155929198653	-3.551818048801226	1.1383609795258969
BLK	1.0	1.1666666666666665	0.0	0.3970285823524169	1.9999999999999998	0.13612676019198147	2.1666666666666665	0.0	0.0	0.8178611307220651	-2.4243926643305467	0.4071736183413325
HCK	2.0	0.8333333333333333	0.0	0.22245743154066522	0.4809945808549808	0.13612676019198147	2.833333333333333	0.0	0.0	0.8178611307220651	-2.721640920050037	0.4071736183413325
FGR	3.000000000000001	0.6666666666666666	0.0	0.33529804652569695	-0.4506614090095654	0.13612676019198147	3.666666666666667	0.0	0.0	1.1686885947484615	-3.032914622472735	0.5910532027519174
LYN	2.0	1.8333333333333333	0.0	0.2692692361462259	1.6726055099443662	0.13612676019198147	3.833333333333333	0.0	0.0	1.1686885947484615	-3.0891002208846037	0.5910532027519174
ACVR1B	0.9999999999999999	0.3333333333333333	0.0	-0.0	0.0	-0.0	1.3333333333333333	1.0	0.0	0.21371396373458582	-1.1433641751711772	0.1594417202030498
CSF1R	2.75	1.5	0.0	0.26650110343157124	0.8934654544078308	0.13612676019198147	4.25	0.0	0.0	1.5397803331290525	-3.222392421336448	0.8431965682133958
MET	1.75	0.0	0.0	0.24582534734744602	0.2100643922955266	0.13612676019198147	1.75	0.0	0.0	0.493921855593872	-2.2075132449976773	0.22159646155310306
MERTK	4.583333333333333	1.0	0.0	0.17485748296802087	-0.4850382747733631	0.13612676019198147	5.583333333333333	0.0	0.0	1.9274155929198653	-3.5946062200584024	1.1383609795258969
SRMS	4.5	1.0	0.0	0.17485748296802087	-0.45720695352278334	0.13612676019198147	5.5	0.0	0.0	1.9274155929198653	-3.573327800237753	1.1383609795258969
CSK	2.75	2.0	0.0	0.6348779757944454	1.3359836901087816	0.13612676019198147	4.75	0.0	0.0	1.5397803331290525	-3.370610033218414	0.8431965682133958
FER	3.25	1.0	0.0	0.1805522963401788	0.03251281351849074	0.13612676019198147	4.25	0.0	0.0	1.5397803331290525	-3.222392421336448	0.8431965682133958
EPHA8	0.75	2.0	0.0	1.276206411938949	3.2420747871981477	0.13612676019198147	2.75	0.0	0.0	0.8178611307220651	-2.6872125589691067	0.4071736183413325
EPHA1	4.0	2.0	0.0	0.3736178962552793	0.7752937128253056	0.13612676019198147	6.0	0.0	0.0	2.288946992555491	-3.697730430883106	1.3311003588473407
ERBB4	1.5000000000000002	2.0	0.0	0.8680814762879236	2.230297619421794	0.13612676019198147	3.4999999999999996	0.0	0.0	1.1686885947484615	-2.9749090190371694	0.5910532027519174
FES	3.5	0.0	0.0	0.18700198010856753	-0.5280601094866791	0.13612676019198147	3.5	0.0	0.0	1.1686885947484615	-2.9749090190371694	0.5910532027519174
ALK	2.5	0.0	0.0	0.1707369968424995	-0.14963607890113376	0.13612676019198147	2.5	0.0	0.0	0.8178611307220651	-2.5795490045347917	0.4071736183413325
JAK2	4.333333333333334	1.0	0.0	0.17485748296802087	-0.40004478480337113	0.13612676019198147	5.333333333333335	0.0	0.0	1.9274155929198653	-3.5300707422250843	1.1383609795258969
PDGFRA	4.500000000000001	0.0	0.0	0.25876539377097135	-0.8335968365006132	0.13612676019198147	4.500000000000001	0.0	0.0	1.5397803331290525	-3.2979681959431812	0.8431965682133958
FLT3	2.5	1.0	0.0	0.2573993825352393	0.4230302900323745	0.13612676019198147	3.5	0.0	0.0	1.1686885947484615	-2.9749090190371694	0.5910532027519174
ROS1	1.0	0.0	0.0	0.2484205021040048	0.6811778159804592	0.13612676019198147	1.0	0.0	0.0	0.4844179452339363	-1.7243655573865726	0.22159646155310306
KIT	6.000000000000001	1.0	0.0	0.3115234844101424	-0.8969065070358967	0.13612676019198147	7.000000000000002	0.0	0.0	2.6968103925005704	-3.9259994185562235	1.437933763128439
LTK	3.0	0.0	0.0	0.18424273323798251	-0.35018635492887573	0.13612676019198147	3.0	0.0	0.0	1.1476152776479411	-2.7884958948062883	0.5833438472093785
NTRK1	1.0	0.0	0.0	0.2484205021040048	0.6811778159804592	0.13612676019198147	1.0	0.0	0.0	0.4844179452339363	-1.7243655573865726	0.22159646155310306
INSR	2.0	0.0	0.0	0.17294919896477495	0.08061846020828463	0.13612676019198147	2.0	0.0	0.0	0.8027250079037364	-2.341036917835067	0.40118087496287347
EGFR	3.8333333333333344	2.0	0.0	0.4795993719532929	0.8393934070904039	0.13612676019198147	5.833333333333334	0.0	0.0	1.9274155929198653	-3.6571122864769916	1.1383609795258969
TYRO3	3.5	0.0	0.0	0.18700198010856753	-0.5280601094866791	0.13612676019198147	3.5	0.0	0.0	1.1686885947484615	-2.9749090190371694	0.5910532027519174
ERBB2	3.500000000000001	1.5	0.0	0.18834149983177606	0.5335029013646089	0.13612676019198147	5.000000000000001	0.0	0.0	1.8937035128167161	-3.4405725913859815	1.1261885772788576
FRK	3.5000000000000004	0.5	0.0	0.33854310133884397	-1.1048988583180075	0.13612676019198147	4.0	0.0	0.0	1.5125097612754412	-3.14359085362885	0.8276643996310288
MATK	5.500000000000001	0.0	0.0	0.3367934103583369	-1.090815163185667	0.13612676019198147	5.500000000000001	0.0	0.0	1.9274155929198653	-3.573327800237753	1.1383609795258969
PKN2	0.3333333333333333	0.0	0.0	0.3697458080334412	1.276445325093354	0.13612676019198147	0.3333333333333333	0.0	0.0	0.21019894300193426	-1.1186444964986189	0.1594417202030498
FGFR4	1.5	1.5	0.0	0.39384590980574957	1.7877793837208433	0.13612676019198147	3.0	0.0	0.0	1.1476152776479411	-2.7884958948062883	0.5833438472093785
MAP3K7	0.5	0.0	0.0	0.3697458080334412	1.1039509640389082	0.13612676019198147	0.5	0.0	0.0	0.21019894300193426	-1.2937312030567103	0.1594417202030498
NTRK3	1.5	0.0	0.0	0.24582534734744602	0.3514723705013778	0.13612676019198147	1.5	0.0	0.0	0.493921855593872	-2.0620609681322515	0.22159646155310306
TBK1							0.0	1.0	0.0	0.17248837731629782	0.32577016118175656	0.1594417202030498
DCLK2							0.0	1.0	0.0	0.17248837731629782	0.32577016118175656	0.1594417202030498
PHKG1							0.0	1.0	0.0	0.17248837731629782	0.32577016118175656	0.1594417202030498
